area_m2,precio,banios,alcobas,nombre_cliente,precio_estimado
149,163900000,2,2,Santiago Arrieta Acosta,303209759.79
149,327800000,2,3,Juliana Jimenez Jaramillo,302906067.28
149,327800000,2,4,Santiago Torres Martinez,302602374.77
117,175500000,2,3,Carlos Alvarez Alvarez,237829165.2
135,175500000,2,1,Valentina Uribe Herrera,275042307.64
135,175500000,2,1,David Arboleda Restrepo,275042307.64
135,175500000,2,4,Carlos Prieto Acosta,274131230.11
117,175500000,2,1,Samuel Castro Restrepo,238436550.22
135,175500000,2,2,Mateo Quintero Mendoza,274738615.13
135,175500000,2,1,Andres Arrieta Jaramillo,275042307.64
135,175500000,2,4,Camila Restrepo Henao,274131230.11
195,351000000,2,1,Sebastian Restrepo Botero,397061499.05
195,351000000,2,4,Juliana Torres Villa,396150421.52
195,351000000,2,3,Lucas Jimenez Jaramillo,396454114.03
195,351000000,2,1,Valentina Gomez Herrera,397061499.05
195,351000000,2,1,Juan Hernandez Gonzalez,397061499.05
117,351000000,2,2,Santiago Moreno Salazar,238132857.71
195,351000000,2,2,Daniel Arrieta Guerrero,396757806.54
151,256700000,2,4,Marcela Fernandez Garcia,306669681.15
142,355000000,2,3,Nicole Arrieta Garcia,288670494.95
142,355000000,2,4,Camila Prieto Cifuentes,288366802.44
193,212300000,2,4,Samuel Hernandez Herrera,392083115.14
157,235500000,2,4,Samuel Lopez Herrera,318871600.29
157,235500000,2,4,Laura Perez Osorio,318871600.29
157,235500000,2,4,Carolina Perez Herrera,318871600.29
157,235500000,2,4,Carlos Arrieta Botero,318871600.29
157,471000000,2,4,Lucas Patino Acosta,318871600.29
157,471000000,2,1,David Restrepo Osorio,319782677.82
157,471000000,2,3,Nicolás Perez Martinez,319175292.8
157,471000000,2,3,Daniel Alvarez Guerrero,319175292.8
199,258700000,2,4,Maria Hernandez Jaramillo,404285034.28
199,258700000,2,1,Daniel Arboleda Quintero,405196111.81
199,258700000,2,1,Antonia Lopez Herrera,405196111.81
147,191100000,2,1,Sara Castro Jaramillo,299446145.92
147,191100000,2,3,Mateo Rodriguez Montoya,298838760.9
147,191100000,2,2,Lucas Quintero Salazar,299142453.41
147,191100000,2,4,Lucas Rodriguez Jaramillo,298535068.39
147,191100000,2,4,Juliana Perez Jaramillo,298535068.39
147,191100000,2,2,Andres Hernandez Henao,299142453.41
193,270200000,2,2,Nicolás Valencia Cano,392690500.16
193,270200000,2,4,Laura Arboleda Botero,392083115.14
193,540400000,2,3,Andres Prieto Herrera,392386807.65
95,237500000,2,1,Nicole Torres Garcia,193696180.04
95,237500000,2,1,Sara Diaz Osorio,193696180.04
163,293400000,2,2,Sebastian Cardenas Salazar,331680904.45
163,293400000,2,3,Sara Valencia Villa,331377211.94
121,181500000,2,4,Lucas Ortiz Garcia,245660085.45
165,181500000,2,4,Nicolás Alvarez Jaramillo,335140825.81
121,181500000,2,4,David Diaz Salazar,245660085.45
165,181500000,2,4,Laura Prieto Munoz,335140825.81
165,363000000,2,2,Mateo Martinez Ramirez,335748210.83
121,363000000,2,1,Ana Patino Guerrero,246571162.98
121,363000000,2,1,Samuel Castillo Ramirez,246571162.98
191,343800000,2,3,Laura Rodriguez Salazar,388319501.27
191,343800000,2,3,Maria Uribe Jaramillo,388319501.27
191,343800000,2,1,Juan Fernandez Jaramillo,388926886.29
191,343800000,2,2,Samuel Diaz Gonzalez,388623193.78
159,206700000,2,4,Carlos Alvarez Cano,322938906.67
159,206700000,2,4,Lucas Castro Herrera,322938906.67
159,206700000,2,4,Valentina Moreno Jaramillo,322938906.67
159,206700000,2,1,Sebastian Alvarez Acosta,323849984.2
159,206700000,2,3,Daniel Restrepo Guerrero,323242599.18
107,139100000,2,4,Nicolás Quintero Cano,217188940.79
107,139100000,2,3,Carlos Uribe Garcia,217492633.3
107,139100000,2,1,Sebastian Valencia Botero,218100018.32
107,139100000,2,4,Antonia Castro Ramirez,217188940.79
107,139100000,2,1,Sara Restrepo Montoya,218100018.32
161,241500000,2,2,Marcela Jimenez Cano,327613598.07
138,483000000,2,1,Juan Lopez Henao,281143267.21
161,483000000,2,3,Lucas Perez Quintero,327309905.56
137,150700000,2,3,Sebastian Valencia Quintero,278502229.0
137,301400000,2,2,Valentina Fernandez Acosta,278805921.51
137,301400000,2,3,Maria Lopez Jaramillo,278502229.0
195,682500000,2,2,Lucas Valencia Jaramillo,396757806.54
163,570500000,2,2,Samuel Ortiz Jaramillo,331680904.45
179,626500000,2,2,Samuel Rodriguez Alvarez,364219355.5
179,626500000,2,3,Camila Perez Garcia,363915662.99
123,307500000,2,4,Daniel Quintero Guerrero,249727391.83
123,307500000,2,4,Isabella Arboleda Alvarez,249727391.83
153,535500000,2,3,Isabella Torres Herrera,311040680.04
89,311500000,2,2,Andres Alvarez Lopez,181190568.39
178,623000000,2,3,Daniel Arboleda Gonzalez,361882009.8
178,623000000,2,3,Isabella Rodriguez Herrera,361882009.8
171,427500000,2,3,Ana Arboleda Ramirez,347646437.46
171,427500000,2,3,Antonia Ortiz Henao,347646437.46
171,427500000,2,3,Valentina Valencia Montoya,347646437.46
171,427500000,2,3,Mateo Patino Osorio,347646437.46
163,277100000,2,1,Sara Diaz Osorio,331984596.96
163,277100000,2,3,Juliana Alvarez Cifuentes,331377211.94
179,304300000,2,1,Sebastian Jimenez Osorio,364523048.01
179,304300000,2,2,Laura Patino Mendoza,364219355.5
131,327500000,2,1,Sofia Valencia Herrera,266907694.88
195,331500000,2,3,Maria Castillo Lopez,396454114.03
195,331500000,2,2,Isabella Castro Lopez,396757806.54
179,447500000,2,1,Maria Lopez Jaramillo,364523048.01
179,447500000,2,1,Juliana Castillo Henao,364523048.01
179,447500000,2,3,Andres Diaz Villa,363915662.99
129,451500000,2,1,Marcela Rodriguez Martinez,262840388.5
129,451500000,2,4,Valentina Perez Gonzalez,261929310.97
97,339500000,2,2,Nicolás Uribe Montoya,197459793.91
194,679000000,2,1,Carolina Quintero Botero,395027845.86
139,347500000,2,3,Ana Quintero Munoz,282569535.38
139,347500000,2,3,Laura Prieto Lopez,282569535.38
139,347500000,2,3,Samuel Hernandez Henao,282569535.38
139,347500000,2,4,Sebastian Castillo Henao,282265842.87
187,467500000,2,3,Antonia Hernandez Botero,380184888.51
187,467500000,2,1,Samuel Patino Cano,380792273.53
187,467500000,2,4,Santiago Valencia Osorio,379881196.0
187,467500000,2,1,Antonia Prieto Restrepo,380792273.53
137,479500000,2,3,Samuel Arboleda Ramirez,278502229.0
105,367500000,2,1,Marcela Torres Guerrero,214032711.94
147,367500000,2,1,Marcela Arrieta Mendoza,299446145.92
105,367500000,2,1,Isabella Velez Alvarez,214032711.94
147,367500000,2,4,Diego Prieto Herrera,298535068.39
195,487500000,2,4,Sofia Gomez Lopez,396150421.52
195,487500000,2,3,Samuel Rodriguez Garcia,396454114.03
195,487500000,2,4,Ana Jimenez Garcia,396150421.52
195,487500000,2,3,Carolina Alvarez Herrera,396454114.03
171,290700000,2,4,Sara Alvarez Jaramillo,347342744.95
181,271500000,2,4,Maria Valencia Acosta,367679276.86
181,543000000,2,1,Nicole Jimenez Gonzalez,368590354.39
187,317900000,2,3,Maria Ortiz Gonzalez,380184888.51
187,317900000,2,3,Carlos Perez Alvarez,380184888.51
187,317900000,2,1,Juan Diaz Martinez,380792273.53
155,387500000,2,1,Daniel Hernandez Botero,315715371.44
155,387500000,2,3,Nicolás Torres Salazar,315107986.42
155,387500000,2,1,Laura Rodriguez Osorio,315715371.44
155,387500000,2,1,Juliana Restrepo Restrepo,315715371.44
145,507500000,2,4,Santiago Velez Jaramillo,294467762.01
145,507500000,2,4,Marcela Quintero Martinez,294467762.01
189,283500000,2,4,Laura Castillo Salazar,383948502.38
189,283500000,2,3,Ana Moreno Villa,384252194.89
81,283500000,2,1,Juliana Valencia Herrera,165225035.38
189,283500000,2,1,Samuel Arrieta Jaramillo,384859579.91
189,283500000,2,4,Antonia Perez Herrera,383948502.38
81,283500000,2,3,Laura Fernandez Ramirez,164617650.36
81,283500000,2,4,Andres Restrepo Cifuentes,164313957.85
162,567000000,2,1,Diego Castro Montoya,329950943.77
189,567000000,2,3,Sebastian Velez Cano,384252194.89
189,567000000,2,2,Santiago Ortiz Ramirez,384555887.4
189,567000000,2,2,Camila Rodriguez Jaramillo,384555887.4
115,287500000,2,1,Carlos Moreno Restrepo,234369243.84
115,287500000,2,2,Carlos Torres Ramirez,234065551.33
115,287500000,2,4,Santiago Moreno Acosta,233458166.31
163,407500000,2,3,Isabella Prieto Cano,331377211.94
163,407500000,2,3,Nicole Jimenez Acosta,331377211.94
163,407500000,2,4,Ana Alvarez Jaramillo,331073519.43
197,295500000,2,2,Carolina Quintero Garcia,400825112.92
197,295500000,2,1,Daniel Hernandez Jaramillo,401128805.43
197,295500000,2,2,Carlos Diaz Lopez,400825112.92
197,591000000,2,4,Sara Torres Ramirez,400217727.9
197,591000000,2,2,Santiago Martinez Herrera,400825112.92
161,563500000,2,1,Andres Rodriguez Quintero,327917290.58
161,563500000,2,3,Nicole Hernandez Herrera,327309905.56
161,563500000,2,1,Laura Lopez Mendoza,327917290.58
161,563500000,2,2,Mateo Gomez Quintero,327613598.07
193,675500000,2,1,Andres Rodriguez Garcia,392994192.67
128,204800000,3,2,Diego Arboleda Osorio,260230042.14
128,204800000,3,1,Andres Patino Guerrero,260533734.65
128,204800000,3,2,Carlos Rodriguez Villa,260230042.14
95,114000000,3,4,Mateo Patino Osorio,192512101.85
95,114000000,3,3,Lucas Arrieta Gonzalez,192815794.36
114,228000000,3,3,Camila Perez Guerrero,231455204.97
114,228000000,3,1,Marcela Rodriguez Botero,232062589.99
114,228000000,3,4,Carlos Perez Lopez,231151512.46
114,228000000,3,4,Sofia Jimenez Botero,231151512.46
114,228000000,3,4,Laura Arrieta Acosta,231151512.46
190,228000000,3,4,Mateo Cardenas Garcia,385709154.91
114,228000000,3,4,Nicolás Arboleda Ramirez,231151512.46
190,228000000,3,1,Carlos Restrepo Cifuentes,386620232.44
114,228000000,3,4,Maria Patino Garcia,231151512.46
190,228000000,3,4,Carlos Patino Mendoza,385709154.91
152,228000000,3,2,Santiago Jimenez Montoya,309037718.7
114,456000000,3,3,Isabella Arrieta Jaramillo,231455204.97
152,456000000,3,1,Daniel Alvarez Henao,309341411.22
98,137200000,3,3,Marcela Restrepo Herrera,198916753.93
98,137200000,3,2,Nicole Arboleda Jaramillo,199220446.44
196,274400000,3,4,Valentina Valencia Quintero,397911074.05
98,274400000,3,1,Juliana Valencia Alvarez,199524138.95
196,274400000,3,3,Mateo Fernandez Villa,398214766.56
196,548800000,3,2,Sebastian Valencia Guerrero,398518459.07
196,548800000,3,1,Santiago Arboleda Cano,398822151.58
124,148800000,3,2,Lucas Fernandez Villa,252095429.38
124,148800000,3,3,Valentina Hernandez Acosta,251791736.87
93,148800000,3,4,Ana Hernandez Acosta,188444795.47
93,148800000,3,1,Maria Torres Munoz,189355873.0
93,148800000,3,2,Isabella Uribe Quintero,189052180.49
186,297600000,3,2,Nicole Valencia Jaramillo,378181927.17
157,251200000,3,2,Nicole Martinez Osorio,319205984.66
157,251200000,3,4,Marcela Quintero Herrera,318598599.64
157,251200000,3,2,David Fernandez Quintero,319205984.66
146,262800000,3,1,Ana Castro Jaramillo,297139492.07
146,262800000,3,1,Marcela Quintero Jaramillo,297139492.07
146,262800000,3,2,Isabella Valencia Jaramillo,296835799.56
146,262800000,3,1,Santiago Quintero Jaramillo,297139492.07
86,172000000,3,1,Antonia Martinez Salazar,175120300.67
86,172000000,3,1,Andres Restrepo Gonzalez,175120300.67
86,172000000,3,2,Sofia Cardenas Restrepo,174816608.16
86,172000000,3,4,Nicole Prieto Restrepo,174209223.14
86,344000000,3,1,Carolina Perez Botero,175120300.67
86,344000000,3,1,Diego Castro Botero,175120300.67
86,344000000,3,2,Andres Perez Herrera,174816608.16
86,344000000,3,3,Daniel Quintero Herrera,174512915.65
86,344000000,3,1,Diego Alvarez Salazar,175120300.67
172,344000000,3,4,Maria Moreno Acosta,349103397.49
102,183600000,3,1,Maria Quintero Botero,207658751.71
153,183600000,3,1,Sara Patino Jaramillo,311375064.41
102,183600000,3,4,Camila Diaz Jaramillo,206747674.18
122,195200000,3,4,David Patino Herrera,247420737.98
94,103400000,3,3,Valentina Lopez Cano,190782141.17
94,206800000,3,3,Lucas Rodriguez Montoya,190782141.17
91,109200000,3,1,Sofia Arboleda Cifuentes,185288566.62
84,109200000,3,2,Nicolás Restrepo Alvarez,170749301.78
91,109200000,3,2,Santiago Castillo Herrera,184984874.11
91,109200000,3,4,Antonia Prieto Osorio,184377489.09
91,109200000,3,1,Juliana Restrepo Lopez,185288566.62
84,109200000,3,2,Juliana Perez Quintero,170749301.78
91,109200000,3,2,Sebastian Arboleda Herrera,184984874.11
168,218400000,3,2,Camila Patino Cano,341576169.75
156,218400000,3,3,Lucas Rodriguez Cano,316868638.96
168,218400000,3,4,Sofia Arboleda Alvarez,340968784.73
156,218400000,3,2,Carolina Lopez Jaramillo,317172331.47
168,218400000,3,2,Andres Martinez Osorio,341576169.75
156,218400000,3,1,Juan Castro Henao,317476023.98
156,436800000,3,3,Maria Quintero Jaramillo,316868638.96
156,436800000,3,3,Valentina Lopez Martinez,316868638.96
156,436800000,3,2,Antonia Hernandez Henao,317172331.47
92,230000000,3,4,Diego Hernandez Montoya,186411142.28
115,230000000,3,1,Sebastian Quintero Garcia,234096243.18
115,230000000,3,3,Camila Ortiz Herrera,233488858.16
115,230000000,3,2,Daniel Alvarez Martinez,233792550.67
115,230000000,3,1,Diego Lopez Alvarez,234096243.18
115,230000000,3,3,Marcela Quintero Herrera,233488858.16
115,230000000,3,3,Nicole Uribe Osorio,233488858.16
115,460000000,3,1,Andres Arrieta Jaramillo,234096243.18
184,460000000,3,4,Juan Castro Botero,373507235.77
87,139200000,3,3,Camila Castillo Garcia,176546568.84
116,139200000,3,4,Diego Ortiz Quintero,235218818.84
87,139200000,3,3,Samuel Arrieta Cifuentes,176546568.84
87,139200000,3,2,Juliana Velez Lopez,176850261.35
174,278400000,3,1,Camila Rodriguez Ramirez,354081781.4
174,278400000,3,1,Samuel Gomez Martinez,354081781.4
151,241600000,3,4,Camila Uribe Cano,306396680.49
151,241600000,3,1,Nicolás Martinez Herrera,307307758.02
116,150800000,3,1,Diego Martinez Salazar,236129896.37
116,150800000,3,1,Diego Restrepo Ramirez,236129896.37
116,150800000,3,4,Camila Fernandez Ramirez,235218818.84
116,162400000,3,2,Isabella Martinez Alvarez,235826203.86
116,324800000,3,2,Sebastian Cardenas Jaramillo,235826203.86
116,324800000,3,1,Sebastian Arrieta Quintero,236129896.37
116,324800000,3,4,David Rodriguez Ramirez,235218818.84
116,174000000,3,4,Carolina Hernandez Montoya,235218818.84
87,174000000,3,2,Isabella Rodriguez Alvarez,176850261.35
87,174000000,3,2,Juliana Velez Villa,176850261.35
87,174000000,3,3,Antonia Patino Cano,176546568.84
87,174000000,3,4,Camila Perez Herrera,176242876.33
87,174000000,3,4,Marcela Quintero Jaramillo,176242876.33
116,174000000,3,3,Daniel Martinez Martinez,235522511.35
87,174000000,3,2,Juan Lopez Cano,176850261.35
87,174000000,3,3,Antonia Prieto Martinez,176546568.84
87,174000000,3,3,Camila Cardenas Ramirez,176546568.84
174,348000000,3,2,Laura Moreno Munoz,353778088.89
174,348000000,3,4,Marcela Quintero Mendoza,353170703.87
174,348000000,3,1,Sofia Rodriguez Jaramillo,354081781.4
174,348000000,3,3,Diego Arboleda Salazar,353474396.38
174,348000000,3,4,Carlos Moreno Villa,353170703.87
174,348000000,3,1,Mateo Uribe Acosta,354081781.4
174,348000000,3,3,Carlos Castro Villa,353474396.38
174,348000000,3,3,Samuel Velez Lopez,353474396.38
174,348000000,3,1,Antonia Alvarez Salazar,354081781.4
174,696000000,3,4,Juliana Alvarez Garcia,353170703.87
174,696000000,3,4,Diego Rodriguez Ramirez,353170703.87
116,197200000,3,3,Andres Arrieta Martinez,235522511.35
87,104400000,3,2,David Perez Jaramillo,176850261.35
116,208800000,3,1,Antonia Hernandez Herrera,236129896.37
116,208800000,3,3,Maria Castillo Montoya,235522511.35
116,208800000,3,1,Carolina Restrepo Guerrero,236129896.37
116,208800000,3,4,Santiago Moreno Garcia,235218818.84
116,208800000,3,3,Nicolás Cardenas Martinez,235522511.35
116,208800000,3,3,Laura Quintero Jaramillo,235522511.35
116,232000000,3,1,Antonia Fernandez Cifuentes,236129896.37
116,232000000,3,3,Daniel Gomez Jaramillo,235522511.35
116,232000000,3,1,Mateo Rodriguez Botero,236129896.37
145,232000000,3,2,Sofia Torres Gonzalez,294802146.37
116,232000000,3,4,Samuel Castillo Acosta,235218818.84
116,232000000,3,1,Daniel Cardenas Montoya,236129896.37
116,232000000,3,3,Marcela Castillo Jaramillo,235522511.35
116,232000000,3,2,Santiago Diaz Herrera,235826203.86
116,232000000,3,4,Laura Ortiz Herrera,235218818.84
87,121800000,3,4,Ana Arrieta Garcia,176242876.33
87,121800000,3,2,Lucas Lopez Guerrero,176850261.35
174,243600000,3,2,David Alvarez Salazar,353778088.89
87,243600000,3,4,Valentina Arrieta Guerrero,176242876.33
174,487200000,3,2,Antonia Diaz Cifuentes,353778088.89
174,487200000,3,3,Juliana Jimenez Herrera,353474396.38
174,487200000,3,4,Laura Restrepo Jaramillo,353170703.87
191,305600000,3,1,Nicolás Ortiz Munoz,388653885.63
116,127600000,3,2,Juliana Fernandez Restrepo,235826203.86
116,127600000,3,2,Sebastian Lopez Jaramillo,235826203.86
116,127600000,3,1,Nicole Martinez Ramirez,236129896.37
116,255200000,3,4,Andres Castillo Acosta,235218818.84
137,164400000,3,2,Daniel Diaz Montoya,278532920.85
80,88000000,3,2,Nicole Perez Mendoza,162614689.02
88,176000000,3,1,Camila Rodriguez Jaramillo,179187607.05
88,176000000,3,3,Carolina Uribe Cifuentes,178580222.03
110,176000000,3,2,Andres Velez Osorio,223624284.72
88,176000000,3,3,Juliana Gomez Salazar,178580222.03
88,176000000,3,1,Camila Alvarez Quintero,179187607.05
88,176000000,3,4,Andres Alvarez Cano,178276529.52
88,176000000,3,2,Ana Cardenas Martinez,178883914.54
88,176000000,3,1,David Patino Henao,179187607.05
88,352000000,3,2,Nicolás Martinez Gonzalez,178883914.54
176,352000000,3,1,Ana Hernandez Garcia,358149087.78
176,352000000,3,4,Diego Patino Mendoza,357238010.25
176,352000000,3,1,Carlos Prieto Henao,358149087.78
176,352000000,3,4,Andres Torres Restrepo,357238010.25
176,352000000,3,1,Antonia Arboleda Ramirez,358149087.78
176,352000000,3,3,Valentina Alvarez Botero,357541702.76
88,352000000,3,3,Lucas Castro Villa,178580222.03
176,352000000,3,4,Nicole Fernandez Osorio,357238010.25
88,352000000,3,3,Juliana Ortiz Acosta,178580222.03
176,352000000,3,3,Laura Diaz Garcia,357541702.76
176,704000000,3,3,Nicole Uribe Osorio,357541702.76
134,375200000,3,2,Sara Velez Jaramillo,272431961.28
134,375200000,3,2,Sebastian Castro Guerrero,272431961.28
83,99600000,3,2,Sara Perez Jaramillo,168715648.59
83,99600000,3,1,Isabella Gomez Jaramillo,169019341.1
83,99600000,3,4,Samuel Diaz Villa,168108263.57
83,99600000,3,2,Maria Martinez Ramirez,168715648.59
166,199200000,3,4,Santiago Fernandez Jaramillo,336901478.35
166,199200000,3,4,Isabella Restrepo Ramirez,336901478.35
166,199200000,3,2,Marcela Martinez Cano,337508863.37
124,210800000,3,2,Sofia Martinez Garcia,252095429.38
124,210800000,3,1,Camila Cardenas Cano,252399121.89
139,222400000,3,4,Carolina Arrieta Gonzalez,281992842.21
139,222400000,3,4,Valentina Valencia Jaramillo,281992842.21
90,117000000,3,2,Lucas Restrepo Herrera,182951220.92
90,117000000,3,4,Santiago Fernandez Osorio,182343835.9
90,117000000,3,1,Laura Restrepo Mendoza,183254913.43
130,234000000,3,4,Sofia Rodriguez Montoya,263689963.5
156,234000000,3,1,Camila Prieto Lopez,317476023.98
117,234000000,3,4,Ana Castro Alvarez,237252472.03
117,234000000,3,4,Maria Arboleda Quintero,237252472.03
117,234000000,3,4,Juan Castro Jaramillo,237252472.03
117,234000000,3,1,Valentina Valencia Guerrero,238163549.56
180,234000000,3,2,Santiago Castro Salazar,365980008.03
117,234000000,3,1,Diego Moreno Acosta,238163549.56
117,234000000,3,2,Sara Prieto Herrera,237859857.05
180,234000000,3,3,Samuel Perez Villa,365676315.52
117,234000000,3,3,Sebastian Arrieta Acosta,237556164.54
180,234000000,3,1,Andres Martinez Munoz,366283700.54
156,234000000,3,2,Nicole Hernandez Herrera,317172331.47
195,234000000,3,2,Mateo Lopez Montoya,396484805.88
117,234000000,3,2,Laura Castillo Jaramillo,237859857.05
130,234000000,3,1,Andres Uribe Gonzalez,264601041.03
156,234000000,3,2,Daniel Cardenas Mendoza,317172331.47
130,234000000,3,3,Sara Restrepo Herrera,263993656.01
156,234000000,3,3,Nicolás Uribe Cifuentes,316868638.96
156,234000000,3,4,Valentina Torres Munoz,316564946.44
156,468000000,3,3,Maria Valencia Quintero,316868638.96
117,468000000,3,2,Nicolás Alvarez Herrera,237859857.05
179,286400000,3,3,Ana Uribe Mendoza,363642662.33
179,286400000,3,3,Juliana Jimenez Mendoza,363642662.33
86,154800000,3,1,Antonia Gomez Guerrero,175120300.67
86,154800000,3,4,David Prieto Herrera,174209223.14
172,309600000,3,3,Marcela Arboleda Montoya,349407090.0
172,309600000,3,3,Andres Velez Herrera,349407090.0
128,166400000,3,1,Diego Velez Munoz,260533734.65
104,166400000,3,3,Samuel Velez Lopez,211118673.07
104,166400000,3,2,Nicolás Castro Salazar,211422365.58
89,178000000,3,3,Andres Arrieta Jaramillo,180613875.22
89,178000000,3,3,Lucas Valencia Restrepo,180613875.22
89,178000000,3,4,Lucas Velez Restrepo,180310182.71
89,178000000,3,3,Sofia Ortiz Osorio,180613875.22
89,178000000,3,3,Antonia Torres Herrera,180613875.22
89,178000000,3,1,Lucas Gomez Botero,181221260.24
178,356000000,3,2,Juan Jimenez Villa,361912701.65
89,356000000,3,3,Carlos Hernandez Herrera,180613875.22
178,356000000,3,2,Diego Torres Acosta,361912701.65
178,356000000,3,3,Isabella Cardenas Lopez,361609009.14
178,356000000,3,2,Samuel Torres Botero,361912701.65
89,356000000,3,2,Juan Gomez Munoz,180917567.73
178,356000000,3,4,Diego Patino Jaramillo,361305316.63
178,356000000,3,1,Nicole Alvarez Herrera,362216394.16
178,356000000,3,2,Isabella Velez Lopez,361912701.65
178,712000000,3,3,Nicole Uribe Lopez,361609009.14
178,712000000,3,2,Mateo Arboleda Jaramillo,361912701.65
158,189600000,3,3,Laura Fernandez Garcia,320935945.34
158,189600000,3,4,Nicole Castillo Lopez,320632252.83
152,212800000,3,1,Camila Lopez Mendoza,309341411.22
152,212800000,3,1,David Arboleda Montoya,309341411.22
152,212800000,3,2,Sara Torres Osorio,309037718.7
152,212800000,3,1,Laura Quintero Garcia,309341411.22
152,425600000,3,1,Santiago Quintero Jaramillo,309341411.22
102,112200000,3,3,Maria Gomez Osorio,207051366.69
102,224400000,3,4,Diego Castillo Salazar,206747674.18
187,224400000,3,1,Daniel Patino Martinez,380519272.87
132,224400000,3,4,Laura Patino Herrera,267757269.88
187,224400000,3,1,Sofia Jimenez Villa,380519272.87
102,224400000,3,1,Sofia Rodriguez Munoz,207658751.71
132,224400000,3,4,Sara Torres Osorio,267757269.88
102,224400000,3,3,Diego Ortiz Jaramillo,207051366.69
118,236000000,3,4,Maria Patino Mendoza,239286125.22
118,236000000,3,4,Sebastian Jimenez Jaramillo,239286125.22
118,236000000,3,1,Maria Velez Botero,240197202.75
118,236000000,3,2,Maria Valencia Lopez,239893510.24
118,236000000,3,3,Ana Castillo Garcia,239589817.73
118,472000000,3,2,Lucas Cardenas Cano,239893510.24
121,145200000,3,4,Maria Moreno Quintero,245387084.79
121,145200000,3,3,Maria Perez Jaramillo,245690777.3
132,145200000,3,4,Diego Rodriguez Herrera,267757269.88
132,290400000,3,3,Juan Castro Guerrero,268060962.39
112,156800000,3,1,Nicole Arboleda Mendoza,227995283.61
98,156800000,3,4,Laura Velez Herrera,198613061.42
112,313600000,3,1,Juan Martinez Osorio,227995283.61
196,313600000,3,3,Nicolás Perez Martinez,398214766.56
196,313600000,3,2,Camila Velez Restrepo,398518459.07
108,129600000,3,4,Antonia Martinez Salazar,218949593.32
81,129600000,3,3,Daniel Diaz Herrera,164344649.7
108,129600000,3,4,Camila Castillo Ramirez,218949593.32
144,259200000,3,3,Sebastian Alvarez Montoya,292464800.67
144,259200000,3,4,Isabella Fernandez Jaramillo,292161108.16
144,259200000,3,1,Sofia Alvarez Garcia,293072185.69
162,259200000,3,2,Sofia Alvarez Garcia,329374250.61
162,259200000,3,1,Andres Castillo Henao,329677943.12
162,259200000,3,1,Diego Quintero Villa,329677943.12
90,180000000,3,1,David Jimenez Acosta,183254913.43
150,180000000,3,4,Juan Quintero Garcia,304363027.3
90,180000000,3,3,Laura Ortiz Acosta,182647528.41
90,180000000,3,3,Sebastian Gomez Restrepo,182647528.41
90,180000000,3,3,Ana Cardenas Munoz,182647528.41
120,180000000,3,3,David Moreno Cifuentes,243657124.11
100,180000000,3,3,Santiago Rodriguez Lopez,202984060.31
150,180000000,3,3,Sofia Fernandez Cano,304666719.81
90,180000000,3,3,Ana Alvarez Lopez,182647528.41
90,180000000,3,3,Laura Moreno Mendoza,182647528.41
90,180000000,3,4,Ana Lopez Acosta,182343835.9
90,180000000,3,4,Mateo Gomez Jaramillo,182343835.9
120,180000000,3,1,Juan Uribe Lopez,244264509.13
120,360000000,3,3,Ana Quintero Restrepo,243657124.11
180,360000000,3,4,Lucas Restrepo Jaramillo,365372623.01
144,360000000,3,3,Laura Martinez Jaramillo,292464800.67
144,360000000,3,4,David Cardenas Garcia,292161108.16
120,360000000,3,2,Mateo Alvarez Herrera,243960816.62
90,360000000,3,3,Marcela Quintero Guerrero,182647528.41
144,360000000,3,3,Marcela Arboleda Jaramillo,292464800.67
180,360000000,3,2,Sebastian Patino Gonzalez,365980008.03
144,360000000,3,1,Daniel Martinez Mendoza,293072185.69
180,360000000,3,1,Andres Torres Jaramillo,366283700.54
180,360000000,3,3,Nicole Cardenas Salazar,365676315.52
90,360000000,3,3,David Fernandez Munoz,182647528.41
180,720000000,3,1,Maria Quintero Garcia,366283700.54
180,720000000,3,1,Ana Patino Ramirez,366283700.54
127,203200000,3,4,Camila Patino Jaramillo,257589003.93
127,203200000,3,3,Mateo Quintero Villa,257892696.44
127,203200000,3,4,Juliana Quintero Salazar,257589003.93
179,214800000,3,1,Camila Alvarez Osorio,364250047.35
113,135600000,3,1,Ana Moreno Gonzalez,230028936.8
85,119000000,3,3,Nicole Ortiz Ramirez,172479262.46
85,238000000,3,1,Santiago Hernandez Munoz,173086647.48
140,238000000,3,3,David Fernandez Jaramillo,284330187.91
85,238000000,3,2,Andres Fernandez Mendoza,172782954.97
119,238000000,3,4,Carolina Moreno Quintero,241319778.41
119,238000000,3,2,David Uribe Quintero,241927163.43
140,238000000,3,1,Carlos Gomez Lopez,284937572.93
140,238000000,3,2,Sara Jimenez Quintero,284633880.42
119,238000000,3,4,Diego Hernandez Jaramillo,241319778.41
85,238000000,3,2,Marcela Arrieta Montoya,172782954.97
140,238000000,3,1,Carlos Hernandez Quintero,284937572.93
85,238000000,3,4,Nicolás Uribe Acosta,172175569.95
136,476000000,3,2,Diego Perez Cano,276499267.66
170,476000000,3,1,Juan Diaz Cifuentes,345947168.64
119,476000000,3,4,Maria Hernandez Alvarez,241319778.41
136,476000000,3,2,Carlos Martinez Cano,276499267.66
136,476000000,3,4,Nicole Hernandez Herrera,275891882.64
170,476000000,3,3,Nicole Arboleda Garcia,345339783.62
